0	11.644
1	20.975
2	30.272
3	39.648
4	49.019
5	58.392
6	67.934
7	77.565
8	87.256
9	97.548
10	107.784
11	117.584
12	128.313
13	138.944
14	149.743
15	160.649
16	171.304
17	181.393
18	191.512
19	201.71
20	211.965
21	222.434
22	232.886
23	243.338
24	254.007
25	264.519
26	275.105
27	285.587
28	296.544
29	307.264
30	318.115
31	329.174
32	340.332
33	351.574
34	362.903
35	374.118
36	385.727
37	397.166
38	408.724
39	420.484
40	433.164
41	445.208
42	457.391
43	469.515
44	481.774
45	2057.369
46	2072.146
47	2085.002
48	2098.35
49	2111.542
50	2124.939
51	2138.167
52	2152.263
53	2166.898
54	2181.991
55	2197.191
56	2212.59
57	2227.712
58	2242.913
59	2258.235
60	2273.357
61	2288.562
62	2304.577
63	2321.138
64	2336.253
65	2351.489
66	2367.487
67	2383.349
