0	0.692
1	0.184
2	0.15
3	0.141
4	0.109
5	0.109
6	0.125
7	0.094
8	0.095
9	0.11
10	0.109
11	0.109
12	0.109
13	0.11
14	0.12
15	0.11
16	0.078
17	0.093
18	0.106
19	0.078
20	0.063
21	0.087
22	0.078
23	0.079
24	0.062
25	0.129
26	0.101
27	0.094
28	0.078
29	0.065
30	0.079
31	0.094
32	0.063
33	0.11
34	0.078
35	0.078
36	0.109
37	0.079
38	0.125
39	0.113
40	0.078
41	0.079
42	0.084
43	0.078
44	0.093
45	0.085
46	0.063
47	0.078
48	0.078
49	0.063
50	0.078
51	0.156
52	0.095
53	0.063
54	0.078
55	0.11
56	0.141
57	0.11
58	0.125
59	0.1
60	0.081
61	0.078
62	0.11
63	0.094
64	0.078
65	0.078
66	0.079
67	0.081
68	0.078
69	0.109
70	0.11
71	0.11
72	0.078
73	0.091
74	0.141
75	0.094
76	0.082
77	0.094
78	0.188
79	0.175
80	0.11
81	0.11
82	0.093
83	0.094
84	0.094
85	0.136
86	0.14
87	0.093
88	0.094
89	0.092
90	0.078
91	0.094
92	0.11
93	0.111
94	0.188
95	0.094
96	0.11
97	0.092
98	0.187
99	0.14
100	0.125
101	0.094
102	0.109
103	0.104
104	0.094
105	0.156
106	0.11
107	0.11
108	0.1
109	0.178
110	0.115
111	0.125
112	0.141
113	0.109
114	0.114
115	0.119
116	0.104
117	0.109
118	0.099
119	0.111
120	0.11
121	0.109
122	0.109
123	0.11
124	0.111
125	0.12
126	0.157
127	0.131
128	0.129
129	0.125
130	0.125
131	0.109
132	0.112
133	0.11
134	0.125
135	0.141
136	0.144
137	0.141
138	0.156
139	0.125
140	0.124
141	0.147
142	0.125
143	0.141
144	0.119
145	0.125
146	0.156
147	0.141
148	0.143
149	0.163
150	0.15
151	0.127
152	0.125
153	0.145
154	0.172
155	0.151
156	0.137
157	0.156
158	0.152
159	0.165
