0	15001
1	15062
2	15001
3	15123
4	14940
5	15001
6	15001
7	15001
8	15062
9	14940
10	14940
11	15062
12	15001
13	15001
14	15062
15	15062
16	15001
17	15062
18	15062
19	15001
20	15062
21	14940
22	15001
23	14940
24	15001
25	15001
26	15062
27	15062
28	15001
29	15062
30	15123
31	14879
32	15062
33	15062
34	15001
35	14940
36	15062
37	15001
38	15001
39	15062
40	15123
41	15001
42	14879
43	15062
44	14940
45	14879
46	14940
47	14879
48	15001
49	14940
50	15001
51	14879
52	15001
53	15001
54	15001
55	14940
56	15062
57	14940
58	15001
59	14879
60	15062
61	15123
62	15001
63	15001
64	15001
65	14940
66	14940
67	14940
68	15001
69	15001
70	14818
71	14940
72	14940
73	15062
74	15062
75	15001
76	14879
77	15123
78	14940
79	15001
80	14940
81	14879
82	15001
83	15001
84	15001
85	14940
86	14940
87	14879
88	14940
89	15001
90	15001
91	14940
92	14940
93	15001
94	14940
95	15001
96	15001
97	14818
98	14879
99	14940
100	14940
101	15001
102	14940
103	15001
104	14879
105	14879
106	14940
107	14940
108	14818
109	14879
110	14940
111	14940
112	14940
113	15062
114	15123
115	15062
116	14940
117	14940
118	14940
119	14940
120	14940
121	14940
122	15001
123	15001
124	14940
125	15123
126	15123
127	14879
128	15001
129	14940
130	15062
131	14940
132	14879
133	15062
134	14879
135	15062
136	15062
137	14818
138	14818
139	14940
140	14940
141	14940
142	14818
143	15062
144	14940
145	14940
146	14818
147	15123
148	15001
149	14879
150	14879
151	14940
152	14940
153	15123
154	14940
155	15062
156	14879
157	14940
158	14879
159	15001
160	14879
161	14879
162	14879
163	14940
164	14818
165	15001
166	15123
167	15001
168	14940
169	14940
170	14940
171	15001
172	14940
173	15001
174	15001
175	14940
176	15062
177	14818
178	15001
179	14940
180	14818
181	14940
182	14818
183	15001
184	14940
185	14940
186	14879
187	15062
188	14940
189	14940
190	14879
191	15062
192	15001
193	15001
194	14940
195	15001
196	14940
197	14879
198	15062
199	14940
